I0,I1,I2,I3,I4,I5,I6
0.000000,-4.533447,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.533447,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.533447,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.533447,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.533441,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.533441,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.533441,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.533482,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.533482,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.533482,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.533512,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.533512,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.533512,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.533512,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.533558,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.533558,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.533558,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.533592,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.533592,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.533592,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.533634,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.533634,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.533634,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.533634,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.533685,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.533685,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.533685,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.533757,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.533757,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.533757,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.533862,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.533862,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.533862,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.533862,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.533958,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.533958,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.533958,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534043,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534043,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534043,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534077,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534077,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534077,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534077,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534101,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534101,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534101,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534122,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534122,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534122,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534141,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534141,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534141,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534141,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534157,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534157,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534157,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534158,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534158,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534158,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534166,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534166,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534166,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534166,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534171,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534171,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534171,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534179,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534179,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534179,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534181,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534181,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534181,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534181,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534188,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534188,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534188,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534166,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534166,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534166,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534171,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534171,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534171,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534171,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534198,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534198,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534198,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534231,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534231,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534231,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534234,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534234,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534234,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534234,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534233,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534233,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534233,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534201,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534201,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534201,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534156,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534156,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534156,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534156,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534129,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534129,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534129,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534105,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534105,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534105,1.317952,-0.154616,0.000000,0.000000,0.000000
0.000000,-4.534101,1.317952,-0.154616,0.000000,0.000000,0.000000
