stamp,sample_frame_count,joint1,joint2,joint3,joint4,joint5,joint6,joint7,joint1_velocity,joint2_velocity,joint3_velocity,joint4_velocity,joint5_velocity,joint6_velocity,joint7_velocity,joint1_effort,joint2_effort,joint3_effort,joint4_effort,joint5_effort,joint6_effort,joint7_effort,joint1_effort_stddev,joint2_effort_stddev,joint3_effort_stddev,joint4_effort_stddev,joint5_effort_stddev,joint6_effort_stddev,joint7_effort_stddev
1785211672.050661,51,-0.002443552017211914,-0.0002396106719970703,-0.0030860339894014247,-0.0039768218994140625,0.007618427276611328,-0.0011019706726074219,-0.0034017562866210938,0.012210845947265625,-0.012210845947265625,-0.012210845947265625,-0.012210845947265625,0.012210845947265625,-0.0073261260986328125,-0.0073261260986328125,0.061576618867761945,-0.8010725133559283,-8.728674140630984,-0.031242987688849953,-1.5838399400898056,0.013086272220985563,0.014666379666795917,0.0038779893359416977,0.004882827259345831,0.002904831874077742,0.003490430058866412,0.0033381931251736303,0.001770998893913729,0.0021784904330583287
1785211675.8505888,51,-0.002443552017211914,-0.00033545494079589844,-0.0031142234802246094,-0.0039768218994140625,-0.2970147132873535,-0.00119781494140625,-0.00359344482421875,0.012210845947265625,-0.012210845947265625,-0.012210845947265625,-0.012210845947265625,0.012210845947265625,-0.0073261260986328125,-0.0073261260986328125,0.045871772018133423,-0.7579785515280331,-8.621417849671607,-0.03779379526774088,-1.4170653960284065,-0.001738132215013691,-0.0024850602243460863,0.005809472647387498,0.006771263097232575,0.0053490600943756315,0.004544505576763878,0.003095504743795854,0.0020617120658382258,0.0010864073384185464
1785211680.6505964,49,-0.002443552017211914,-0.0005271434783935547,-0.2247612476348877,-0.0039768218994140625,-0.14838743209838867,-0.0012936592102050781,-0.00359344482421875,0.012210845947265625,-0.012210845947265625,-0.012210845947265625,-0.012210845947265625,0.012210845947265625,-0.0073261260986328125,-0.0073261260986328125,0.05372428894042969,-0.6926311570770887,-9.22409117951685,-0.04310399658825933,-2.543574800296706,0.0031845472296889946,-0.0026762096249327368,0.006240247515420327,0.004800680186835725,0.00378253042335176,0.005269090936673398,0.004643849236426522,0.001735834956514354,0.0014618202701123096
1785211685.2506013,52,-0.002443552017211914,-0.0001437664031982422,-0.7669486999511719,-0.0039768218994140625,-0.1484832763671875,-0.0012936592102050781,-0.00359344482421875,0.012210845947265625,-0.012210845947265625,-0.012210845947265625,-0.012210845947265625,0.012210845947265625,-0.0073261260986328125,-0.0073261260986328125,0.04996754572941707,-0.569549927344689,-7.516859017885649,-0.04328005130474384,-1.8917157649993896,0.006931492915520301,-0.002479557807628925,0.006397503161790489,0.0038495162723599288,0.0018785550044133114,0.0030942532116994817,0.004137039344695565,0.0018085959490977245,0.0008639128442248012
1785211691.1506014,51,0.2989311218261719,0.27928686141967773,-0.6422781944274902,-0.0039768218994140625,-0.1485885171329274,-0.0013895034790039062,-0.00359344482421875,0.012210845947265625,-0.012210845947265625,-0.012210845947265625,-0.012210845947265625,0.012210845947265625,-0.0073261260986328125,-0.0073261260986328125,-0.10601122239056755,-2.2203061720904183,-7.079987600737927,-0.04072430554558249,-2.0484810436473175,0.016102860955631033,-0.002140325658461627,0.0046677534069892385,0.0038779893359416977,0.006264982277601478,0.004227507923425203,0.003829218892117287,0.0026651688822312506,0.0015614626435275
1785211706.7506616,51,0.0639643669128418,0.24143528938293457,-0.3305540084838867,-1.1922274827957153,0.5237407684326172,-0.0018684864044189453,-0.0067555904388427734,0.012210845947265625,-0.012210845947265625,-0.012210845947265625,-0.012210845947265625,0.012210845947265625,-0.0073261260986328125,-0.0073261260986328125,-0.20139368842629826,-2.933563269820868,-8.805860612906661,-0.6619692409739775,-0.43865546058205995,0.681333018284218,0.04856711742924709,0.006601756823683123,0.005707912649193182,0.0043253471726576245,0.006292415203466568,0.002792744905711326,0.0017737767329281408,0.0015845770741167965
1785211714.0506425,52,0.39322471618652344,0.2330026626586914,-0.32375049591064453,-1.1925148963928223,-0.7567908763885498,-0.0019643306732177734,-0.0067555904388427734,0.012210845947265625,-0.012210845947265625,-0.012210845947265625,-0.012210845947265625,0.012210845947265625,-0.0073261260986328125,-0.0073261260986328125,-0.42716235380906326,-3.013807223393367,-7.368085090930645,0.9974641433128943,-0.16923055282005897,0.6860241706554706,0.054240602713364824,0.005940721323844755,0.0018783716055063102,0.0038498921282740435,0.0034852016574551136,0.005782782362194121,0.0019347508385247475,0.0009740156893457558
1785211722.3506265,51,0.6980493068695068,0.3568105697631836,-0.35431909561157227,-1.1795783042907715,-0.7567908763885498,0.8900859355926514,-0.0067555904388427734,0.012210845947265625,-0.012210845947265625,-0.012210845947265625,-0.012210845947265625,0.012210845947265625,-0.0073261260986328125,-0.0073261260986328125,0.08207100512934666,-3.2850202298631856,-7.473580865299001,0.35074327506271064,-0.12708456376019647,0.3561444750019148,0.03911512038286995,0.002905115465981879,0.003878746607829208,0.004768815571003357,0.0027931604104870253,0.002909973569434754,0.0027103154640675184,0.001422048836905151
1785211730.7507658,51,0.6983368396759033,0.3191506862640381,-0.2963440418243408,-0.86248779296875,-0.7565994262695312,0.7087817192077637,0.6385409832000732,0.012210845947265625,-0.012210845947265625,-0.012210845947265625,-0.012210845947265625,0.012210845947265625,-0.0073261260986328125,-0.0073261260986328125,0.16806759553797104,-3.163015178605622,-7.139553257063324,0.43650081110935585,-0.12441279841404335,0.355627368478214,-0.08829996632594689,0.0044505282493878945,0.004533081151780706,0.006466667010559099,0.0026141501723370717,0.0037960985950177516,0.0024156566181846926,0.0011455737092276813
1785211737.3506167,51,0.7402129173278809,-0.2186284065246582,-0.04499053955078125,-1.0039373425876392,-0.7548744678497314,0.9424073696136475,0.6164050102233887,0.012210845947265625,-0.012210845947265625,-0.012210845947265625,-0.012210845947265625,0.012210845947265625,-0.0073261260986328125,-0.0073261260986328125,0.517417683320887,2.392492406508502,-7.900691892586503,0.3038567748724246,-0.5220853955137963,0.3658263402826646,-0.06994178715874166,0.0048753094300074545,0.004837545039259486,0.006317458255390484,0.0021251442209643204,0.0019615595564411933,0.0012549266086260228,0.0006215633543519883
